"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC117874365",-1.24990604569422,2.06551120559821,-8.3213990954321,0.000110924851484072,0.0017719721794149,1.75531690196497
"LOC117882158",1.09690988964124,1.75148981635232,8.31498673414785,0.000111436185448836,0.00177846270330362,1.80182348295507
"TENT5B",1.33210763145467,7.62970542645391,8.31343354861572,0.000111560444264484,0.00177876930577261,1.47472653062733
"JMJD8",1.6795432965117,1.53801269599183,8.30948280660275,0.000111877227847542,0.00178046719844213,1.83627016025781
"LOC117879777",3.15881885907351,-2.28883376692358,8.30785307445277,0.000112008204503468,0.00178087786559363,1.52744634568884
"LOC117888654",1.29294578538954,5.03474322268358,8.30531232538434,0.000112212746460899,0.00178175545022841,1.34294404835753
"NOX5",-3.32706572829863,-1.45124710914534,-8.30157866351287,0.000112514098208451,0.00178222752569101,1.73721513895996
"LOC117869267",2.66778042772029,-0.538996451045917,8.29977251328107,0.000112660208176961,0.00178287411687895,1.86537180419921
"PRKCH",-1.47657872563183,4.4252297835214,-8.2931566431764,0.000113197258680711,0.0017860941166345,1.36050201529561
"TNR",-3.35167306193882,-1.5492229641615,-8.29259786471847,0.000113242751928351,0.0017860941166345,1.71038442967469
"LOC117870061",1.06789597848524,1.55887481683471,8.28612187271403,0.000113771525059536,0.0017879979454017,1.80351735987895
"SLC38A3",-1.5813856655703,4.25254039801009,-8.28593756129605,0.000113786615556752,0.0017879979454017,1.37797081835608
"PROM1",-1.6591181819498,0.471094024659903,-8.27779902375904,0.000114455243779722,0.00179284980843851,1.88529815727981
"LOC117877966",-1.75281521170314,1.23470363143578,-8.27331147307875,0.000114825841499949,0.00179503151653539,1.83160614426508
"CHGB",2.07407374680424,0.0268513288018096,8.27226394450465,0.000114912547329142,0.00179503151653539,1.88759140537654
"LOC117878045",-2.51182035250405,-1.91469329876238,-8.26626392112304,0.000115410623619196,0.00180034722956059,1.65972668257054
"LOC117885378",-2.00474389718638,-0.522490309130005,-8.25853998517044,0.000116055441230971,0.00180725134853159,1.86097961062814
"BRD3OS",1.13801384765319,4.46572328483483,8.25758284980574,0.000116135632030222,0.00180725134853159,1.33666348984503
"LOC117882626",-1.47076230822772,6.89417557041,-8.24345734262234,0.000117326487655063,0.00182265083987448,1.35265391143585
"FAM110C",-2.09754146018555,1.71242751750083,-8.24107228962657,0.00011752893385232,0.00182412230698565,1.76088073170088
"AMOTL1",1.14197425353373,5.37130851047909,8.19977277612335,0.000121098550769805,0.00185987476954665,1.24544357421525
"PDPN",-1.4991223386824,4.90698756410324,-8.18288813267925,0.000122593477039619,0.0018752261487912,1.23582509652527
"USP18",1.19119317612529,1.93355642466873,8.1732067663308,0.00012346014537633,0.00188677855745253,1.66969393091474
"AGBL3",1.76154349657442,0.493319727413228,8.16668841470215,0.000124047605026185,0.00189064999745762,1.80834230181177
"GDAP1L1",3.23252949509266,-1.71380277142937,8.16544057149868,0.00012416042932881,0.00189065517070571,1.58089947750663
"RGS9BP",-3.00226980956657,-1.90713430612566,-8.16175895070952,0.000124493988319421,0.00189403118078414,1.58087517274178
"ANKH",-1.24289018379316,3.12958732466622,-8.15821797329369,0.000124815770739944,0.00189528227187559,1.44187590736022
"AFMID",-1.50567203790272,1.21521050408836,-8.15747904575156,0.000124883039699958,0.00189528227187559,1.74201323553209
"KIAA0895",1.32555503417731,2.07918444228543,8.15639240278657,0.000124982038488899,0.00189528227187559,1.63885636425185
"CDC25B",-1.3704316104809,7.44299796744932,-8.15213757818551,0.000125370538512288,0.0018975484397854,1.32425666365743
"MAGI2",1.07223778667574,4.81209028805317,8.14631114372698,0.000125904778803547,0.00190330431042284,1.21565290361457
"CD5",1.93965129813673,1.29464099091471,8.14524601034444,0.000126002724383394,0.00190330431042284,1.74244469284628
"LOC117874961",-1.18609777189929,5.10816462317001,-8.13912639783046,0.000126567149526001,0.00190860125372383,1.18298038519011
"MAPK13",1.48002639621854,0.309992788549426,8.13857741478057,0.000126617924400904,0.00190860125372383,1.79172484490747
"NEPRO",-1.01406168244694,1.93146119442506,-8.13708053828443,0.000126756487189294,0.00190860125372383,1.62883078799648
"TRPV3",-3.06364614656315,-2.14798149237667,-8.13083908796754,0.00012733611490517,0.00191490447041674,1.50711582259682
"LOC117874489",1.09970637243899,3.9482694312458,8.12355241155197,0.000128016643549343,0.00192290393971575,1.29073268263831
"KCNJ3",1.29337807467305,1.51841313543595,8.11784001043528,0.000128553050107036,0.00192636176766587,1.68390564669993
"PLOD1",1.12295527669581,5.32489503108873,8.10911128838736,0.000129377660679855,0.00193358510881906,1.17109814219188
"LOC117870293",1.17496053510138,1.46717929103505,8.10580472215219,0.000129691611324183,0.00193656794934073,1.6782014937899
"LOC117873668",1.05607656654561,2.70995598770677,8.09364819321529,0.000130853347012294,0.00194875965255865,1.47821577228282
"POLQ",2.22309368061038,0.474798217262059,8.07855929124079,0.000132311878825292,0.00196404228461361,1.74807327132826
"CHRNA5",5.78478320097352,-4.02537127458217,8.07559680589363,0.000132600415456354,0.001964411929066,1.05439398723558
"LOC117888403",-4.37539578277291,-2.04345323139743,-8.07217242897062,0.000132934834487035,0.00196473488440338,1.41119747156388
"LOC117869585",-2.78925780664592,-2.07134365040139,-8.07181441381971,0.000132969853230061,0.00196473488440338,1.50240598545979
"STARD5",-1.03802063591778,2.11912275813802,-8.06736864709645,0.000133405588262923,0.00196473488440338,1.54486261289851
"LOC117873463",-1.64161415975782,0.164640945678024,-8.05923730673091,0.000134206775705042,0.00197439038489441,1.73595700365008
"LOC117876540",1.02286223743205,1.37244633745989,8.05421926053944,0.000134703948780391,0.0019782670986109,1.6467384943373
"NECAB3",1.46178245269062,2.90111407457302,8.05138548187812,0.000134985640065208,0.00197897129283478,1.42716640106269
"EDARADD",-2.97858481441271,-0.20830580779493,-8.04439138584292,0.000135683770136698,0.001985767743928,1.71952707524788
"KIF26B",1.53515489111567,0.333568080576732,8.02713269721265,0.000137424188883361,0.00199914414979549,1.70996238208339
"EPB41L1",-1.3747528068821,4.51461593660536,-8.00805500218514,0.00013937777108322,0.0020206196898563,1.11623413462487
"LOC117871224",4.78072439167811,2.7791339352686,8.00333222428984,0.000139866273406502,0.00202443193465449,1.58901298401979
"LOC117870762",5.8148976963265,-4.0000694962547,8.00255451346508,0.000139946903513977,0.00202443193465449,1.02413728685469
"CLN6",-1.12094832531444,5.13385702880974,-7.99974612958101,0.000140238508199948,0.00202443193465449,1.06591985100748
"LOC117885992",1.49423207961966,-0.0917369477068213,7.98688613417435,0.000141582699531053,0.0020403573201356,1.68633582712591
"LOC117882217",3.7848215770107,-3.9516999377843,7.98507090443748,0.000141773618473354,0.00204137132789907,0.939271813692722
"LOC117881357",-1.02912510121864,2.11166129103812,-7.97765830732196,0.000142556303568921,0.00204915610214986,1.47418404226522
"EPN3",-1.11675527746417,4.06291076059918,-7.96369255176553,0.000144044366077158,0.00206154618808108,1.1233882944595
"LOC117887229",-2.29384071084496,0.77895110913158,-7.9626703955098,0.000144153972153086,0.00206154618808108,1.64207054713129
"CPM",-1.50900363432101,3.30282277839852,-7.95584085892037,0.000144888752893807,0.00206863512036327,1.25473131658603
"HIGD1C",2.49498427461216,-1.98127512931858,7.93287670810364,0.000147390974562578,0.00209411749359016,1.42948990945915
"VWC2L",1.32033159541988,1.15652580999533,7.92901617427891,0.000147816451432092,0.00209787727018617,1.5778476715811
"LOC117871564",4.64354994117003,-2.53539605721881,7.92662419002749,0.000148080779963292,0.00209787727018617,1.13301641663223
"CENPQ",1.21142416714815,1.07028414644677,7.92101769678619,0.000148702447767227,0.00209919572649838,1.5784102419464
"LOC117887252",-1.14288772858407,7.5003086736289,-7.92045657886706,0.000148764830319379,0.00209919572649838,1.13701325005772
"LOC117871980",1.32531342358626,2.05067317737426,7.91826617060944,0.000149008636043845,0.00209936513474387,1.45414688242269
"HMCN2",-3.12876408513828,4.5961091572689,-7.91665685802012,0.000149188052916998,0.00209991795514841,1.13512808907533
"LOC117871894",-1.11350368640662,1.71157627824633,-7.89295877330856,0.000151858827852383,0.00212866351988774,1.46876921351497
"CNN1",1.06065589848095,8.09871284867537,7.8625982774853,0.00015536056208432,0.00216520197347638,1.14516807602005
"LOC117871377",4.95106023077293,-4.42967808661288,7.854729723116,0.000156283084424929,0.00217269414496496,0.888727581122711
"STK31",-2.14496759809272,0.242824991066584,-7.84666879279428,0.000157234649021284,0.00218067216380139,1.57935157273005
"RDM1",1.10025881528145,2.82987483234372,7.84659580716696,0.000157243294868098,0.00218067216380139,1.25752660488054
"LOC117876233",1.34912350379871,1.4138500378566,7.83754400278033,0.000158319785671134,0.00219201057299208,1.47780229689737
"KIF21A",-1.09229533768613,6.07206872679587,-7.83188508120058,0.000158997047362083,0.0021960008180931,0.94932323270276
"COL3A1",1.35501337372395,8.18095165520507,7.82259413804602,0.000160116172610953,0.00220605952060315,1.12202608122019
"LOC117885736",4.50233758868065,-4.12801455244945,7.81587709126111,0.000160930862119182,0.00221368179387824,0.877045350511526
"LOC117889028",-1.69307875653975,-0.194577613709484,-7.81478463689451,0.000161063809148738,0.00221371224051589,1.56110572143427
"PMS2",-1.01947946788543,1.24595898812476,-7.80983826562526,0.000161667331704109,0.00221462484294022,1.46201622722983
"C2CD4D",3.05663029926786,-1.26250950954142,7.80898188511519,0.000161772083249,0.00221462484294022,1.45090526607212
"LOC117887689",-2.35173147115049,0.785084275332883,-7.8038327729059,0.000162403552143919,0.00222130803590709,1.5212325405071
"KIF24",1.21798262945679,0.655210249003353,7.79335283970089,0.000163697480514882,0.00223705134641845,1.51394902847369
"RNF183",1.24058426628514,1.06963226697823,7.78660055952263,0.000164537395725209,0.00224144144956956,1.47360746867538
"LOC117882887",-1.07704919636519,5.71177584419639,-7.78272739151403,0.000165021397049891,0.00224519901505808,0.888741476598703
"HNMT",1.25650527065581,4.2614856816426,7.78125327958656,0.000165206032559436,0.00224519901505808,0.971358743678561
"NPHP4",1.18987604348708,2.39635582652223,7.78121359427397,0.000165211006482157,0.00224519901505808,1.28253409373692
"AOPEP",1.10108430424139,3.5768495035889,7.77300233762442,0.000166243841354106,0.00225380861941479,1.06092736740699
"GRB7",1.34955680482983,4.57189842721533,7.76094918804745,0.000167773290802873,0.00226802099289823,0.925119164705471
"LOC117884536",-2.15385034126958,-1.256643716937,-7.75622957341502,0.000168376541129924,0.00226819408985919,1.45860131702567
"CLVS2",4.45962522843606,-2.03991921333903,7.74898067063639,0.000169307904438723,0.0022789274609387,1.1865849731942
"BMP1",1.16847951974849,4.34953030682602,7.74780215745798,0.000169459878484487,0.00227916133628103,0.928204989883488
"CCDC181",1.44055938911826,3.17879337349969,7.74579412754271,0.000169719180669438,0.00228083721132984,1.12567838463395
"LOC117877184",2.7082004132322,-1.22535328896542,7.74152368322842,0.000170272140619028,0.00228645373283268,1.42415227623192
"LOC117882545",3.92978959588204,-4.65917173269735,7.73692184462594,0.000170870313070145,0.00229018155796449,0.762222122291282
"LOC117886118",-3.08867926779085,-2.59450750362217,-7.73216211535696,0.000171491532227583,0.00229373310838046,1.17301145301968
"LOC117882301",-1.5365008219028,1.40550258673358,-7.71095554503213,0.000174290814884765,0.00231682315750167,1.37048271349721
"LOC117869680",2.25369459659743,-1.65021453425448,7.71079316566806,0.000174312449220878,0.00231682315750167,1.36076357257431
"SMIM1",2.5798704634011,5.87809200751844,7.70917169252751,0.000174528651501756,0.00231787737716018,0.89695735512204
"MCUB",1.08887840876314,1.82920103662208,7.69703633553242,0.000176156488551737,0.00233529972406856,1.3017410216475
"LOC117885765",-2.69532510969406,-1.62059376660982,-7.69574274355487,0.000176331030078466,0.00233529972406856,1.3594984941751
"PNPLA7",1.01084401834463,4.53517801489129,7.69529007525263,0.000176392154200891,0.00233529972406856,0.857153721966329
"LOC117889078",3.04990186431285,-1.72273579692327,7.68836683010936,0.000177330022640815,0.00233585365614486,1.30353475864671
"PSTPIP1",1.32007644764462,0.98704717675707,7.6870206561794,0.000177513043967957,0.00233585365614486,1.40385140378368
"DPYD",1.13035136208783,1.49110208306785,7.68542081193183,0.000177730833687855,0.00233585365614486,1.34113357137919
"ADD2",5.61254735295696,-4.10830071221269,7.68097183864691,0.000178338084403685,0.00233841393777434,0.855366438020772
"LOC117887137",-1.03171571536791,4.70907008325563,-7.67734644587763,0.000178834672825966,0.00234173287879818,0.811107153002459
"KCNV2",-2.89778171715632,0.211156646120152,-7.67595333631245,0.00017902591338688,0.00234173287879818,1.45622804370811
"CEP112",1.00362158825673,2.10707871791386,7.6754812377373,0.000179090774112304,0.00234173287879818,1.23807675756464
"RADX",-1.00977241461223,4.769019867299,-7.67190003048255,0.000179583663016683,0.00234455679711757,0.801948295281507
"LOC117875326",5.22072495644179,-4.30518511266954,7.6699741177207,0.000179849369942323,0.00234470823666036,0.821309171470875
"NEK11",-1.53355432534759,0.298149335919253,-7.66763714835244,0.000180172390249645,0.0023468146800748,1.43628446903749
"WNT2B",1.18884743870532,2.74266495457443,7.66568696435481,0.000180442454862406,0.00234852581720609,1.12508971133111
"FRZB",1.47914838535212,4.46403662205806,7.66109447573252,0.000181080255663803,0.00235316967095298,0.857138098117453
"LANCL3",5.03921118874794,-1.40968704968751,7.65361508205936,0.000182124498381523,0.00236315259087688,1.21961186960067
"LOC117870816",6.99878928748013,-2.94163012283246,7.64461942730482,0.000183389543880073,0.00237410943923645,0.923704944880575
"MYH1",2.05168817515005,1.39934371963372,7.6423131829966,0.000183715479388529,0.00237469787212669,1.34028351732497
"LOC117876003",-1.8671859192823,-1.07757621084933,-7.63226721657352,0.000185142977071055,0.00238846708681861,1.39469176239888
"PARP6",1.65130106547367,0.410024712805201,7.63036951115692,0.0001854140526096,0.00238846708681861,1.40746511249076
"LOC117869840",1.32990661278655,3.51639972001614,7.62676720717482,0.000185929865456635,0.00239077313862539,0.958159943583379
"GPM6A",-6.96773597263503,-1.994365889651,-7.62664458048218,0.000185947453113426,0.00239077313862539,0.945817558325318
"LOC117876400",4.81269566724527,-4.50124159140964,7.62106989667427,0.000186749005689288,0.00239743814506195,0.765211570584923
"AK8",1.25305478368646,1.12057001634751,7.61325530839834,0.000187879262922977,0.00240283954612898,1.32989184032224
"PEX7",-1.09118401635151,5.20409435200212,-7.60485933380895,0.000189102309561032,0.0024093825491324,0.728709121130466
"LOC117870233",-1.30832298701897,3.14915835906776,-7.60090316712533,0.000189681751548775,0.00241313380839625,0.977821249333971
"LOC117877130",-1.90110356824534,-1.70843574858012,-7.59680083664771,0.000190284740505609,0.00241717292646773,1.30141593335649
"LOC117883194",1.82410800228143,1.77417988527906,7.5765747311109,0.000193289850611291,0.00243678559371885,1.2317561115754
"CCDC80",-1.43633793966466,6.37615941402948,-7.57513300217394,0.000193506114278615,0.00243678559371885,0.753176068539711
"FAM183A",1.68683170054162,-0.676580463820332,7.57480350038427,0.000193555579256591,0.00243678559371885,1.3735344373494
"TP53I3",3.03829829706901,-2.32557177398839,7.57091476066478,0.000194140449199703,0.00244233300616536,1.11464660289154
"FLT3",-1.43278437816612,-0.579242936459741,-7.55847096299553,0.000196025591243676,0.00245024431783374,1.3684682518591
"NAAA",-1.42118614340404,2.48734470893152,-7.55741111822057,0.000196187111832634,0.00245024431783374,1.06992740922446
"LOC117869803",3.43768297845102,-3.36163825465007,7.55721943514719,0.00019621634057654,0.00245024431783374,0.808170150759479
"LOC117871615",2.73469410216625,-1.16774202235186,7.5481918703955,0.000197598545572079,0.0024638705244271,1.29987160770402
"LOC117883700",-1.32535205843987,0.153927692860855,-7.54604688721649,0.000197928592524701,0.00246525252856583,1.34770449834673
"LOC117875595",-3.69308266159932,-3.33660505953715,-7.54445923674774,0.000198173287854355,0.0024655902154576,0.829791805745197
"GNB3",-1.02164194809505,2.49017867080522,-7.53948753545282,0.000198941780956846,0.00247046949697106,1.04480100771429
"AQP1",1.1873834129697,5.73641148457967,7.53875040852987,0.000199056010154283,0.00247046949697106,0.69574512127541
"ALK",-2.82921353658247,-0.155903354665139,-7.53283518402974,0.000199975377752286,0.00247669598618461,1.35102972451053
"LOC117888160",2.95565102729241,-1.89606154938285,7.53210133899752,0.000200089771989639,0.00247669598618461,1.17847131449931
"CELSR1",1.14600382236954,3.82494014530627,7.52543269853694,0.000201132728044106,0.00248691450945482,0.808945348822895
"BABAM2",1.11988801002484,4.10658142467845,7.52490631825781,0.000201215315926931,0.00248691450945482,0.764942762604782
"LOC117872115",3.41625018847854,-0.0352353835679444,7.51849528825844,0.000202224300874158,0.00249370324214535,1.33770035813976
"LOC117881040",9.70551939992309,0.149604730690229,7.51769989541457,0.000202349883590623,0.00249370324214535,1.02881105850482
"LOC117875005",-2.1308051400466,-1.05045411625695,-7.51522397994451,0.000202741369507,0.00249370324214535,1.31056359901404
"ARL4D",1.06304092091702,2.7945692251127,7.50789232732929,0.000203905706092462,0.00250017039917717,0.976809486547005
"LOC117870475",3.59903133567525,-1.81269982843721,7.50442217075302,0.000204459456347128,0.00250514614640081,1.14443069915731
"LOC117877393",1.43766575089276,-0.579916978968559,7.49283278641983,0.000206321292396139,0.00251589719117793,1.31782210333274
"TRIM16",-3.47691386050156,-1.64436645681935,-7.49210801608102,0.000206438367356265,0.00251589719117793,1.1946353672151
"CDK14",1.03781122758463,5.23267755957202,7.48318611800342,0.000207885776615991,0.00252520075712953,0.637487883382047
"NECAB2",-2.66115645995833,-0.382156343034521,-7.47565833670288,0.000209116017980846,0.00253168713144378,1.30621503271083
"LFNG",1.10850705702159,1.3378954514087,7.47443433470195,0.000209316836001966,0.00253168713144378,1.18759709475147
"LOC117877821",1.5426272361749,4.00788189766272,7.47095847689702,0.000209888308020502,0.00253497768880967,0.75459689585303
"LOC117885515",-4.41869938394344,-3.50031815628467,-7.46489078247972,0.000210890175254567,0.00254526253569892,0.729332147988889
"TUBB6",1.8044136256074,4.04835905379427,7.45666649722634,0.000212256840073665,0.00254903905884211,0.752043235671785
"LOC117873519",2.2839958757668,1.40182727868767,7.45325203174901,0.000212827199455351,0.00255328367774309,1.19213069014619
"LOC117869617",-5.58747276753058,-4.387704969003,-7.4499398105147,0.000213382149252114,0.00255530405465774,0.698685897248962
"LOC117870353",-6.28753858310398,-1.81116661872117,-7.44403376089843,0.000214375781737193,0.00256176789848687,0.950420203419101
"CALB1",5.59051168494067,-3.82867363569614,7.42735893893575,0.000217209730391853,0.00258106130857912,0.743495445570695
"LOC117876278",-1.04955392910965,2.42743765683552,-7.42557340514749,0.000217515710959075,0.00258288466596776,0.959624337530201
"PSD",-2.33006000202156,4.58283957199156,-7.40670721530694,0.00022077893359839,0.00260882741285522,0.641461586210415
"TFCP2L1",-4.03834594040929,-1.56129187478291,-7.39557338857871,0.000222730874683384,0.00262822432126393,1.11886262152544
"LOC117878969",-1.60631150771729,3.26128665684288,-7.3936571840202,0.000223068796094842,0.00262854831195126,0.788825123024129
"LOC117886949",-1.46617338463926,1.0145086045655,-7.39157950499442,0.000223435853650109,0.00263104263550577,1.15462497833563
"LOC117872986",-3.9711946082992,-4.13208090653485,-7.38778584325743,0.000224107845775609,0.00263529038369333,0.621373792501429
"SSX2IP",1.18342708668877,1.41017427751558,7.38291273251791,0.00022497442797658,0.00264181136541431,1.10303821320201
"CALN1",-2.72821616006232,-2.26123597103464,-7.3784509313899,0.0002257712166316,0.00264383403265759,1.04749324727511
"COL5A3",-1.07263327252215,2.55674589989353,-7.37233585324637,0.000226868475893544,0.00264752853363569,0.88918021386299
"LOC117868900",-2.85379236987421,-2.63480393640645,-7.36710435353034,0.000227812014209647,0.00265488013531449,0.96039153933558
"LOC117876743",-1.36143702833411,0.966664064491977,-7.36470621450435,0.000228246029537093,0.00265810867823356,1.13601806229549
"LOC117871882",3.68039528440977,3.0455738130588,7.34360829322418,0.000232105199339333,0.00268826083475576,0.942776065931223
"LOC117885783",1.52273297075407,0.972276276845679,7.33670106297759,0.000233384761134464,0.00269570542993853,1.1241826323996
"BCL2L14",1.27553762767463,0.817221326015981,7.32914592876957,0.000234793557481082,0.00270643928442966,1.12919125027905
"CHEK1",-1.80146196578687,2.31211975511622,-7.32369763879721,0.000235815505636799,0.00271637003874008,0.911960388270437
"LOC117877675",5.00842147472012,-2.3157451774753,7.31834657994861,0.00023682415066443,0.00272428216250054,0.826258356926924
"TMEM61",2.28230595527584,-0.283454522196867,7.31470719461148,0.000237512962443175,0.00272849863843303,1.18437691849904
"LOC117885347",-2.46666071196906,0.292317645279904,-7.31292714193545,0.000237850696676852,0.00272889028490932,1.16618348020109
"LOC117875254",-1.3885799211922,-0.343133648976655,-7.31282880114423,0.000237869371081684,0.00272889028490932,1.18150631736734
"LOC117881091",-2.03578031350287,-1.95492099040546,-7.30451440511266,0.000239454288044224,0.00274204781467441,1.06858820112822
"LOC117869101",1.55853148246359,0.695919185060172,7.30273021285884,0.000239795962010301,0.00274355744913542,1.12370806725983
"LOC117873964",-2.39054121185481,-2.87488333629088,-7.30055493838293,0.000240213279933281,0.00274647634646202,0.884089219468772
"NWD1",1.28184081211332,0.837968988533921,7.29675312437809,0.000240944630949828,0.00274929780133384,1.100583525337
"LOC117868680",3.25498535847774,-1.82795780599895,7.29035663053139,0.000242180848347005,0.00275779980165423,1.0212796521632
"FAM187A",2.0511272320305,-0.162518408141193,7.28604698817409,0.000243017823923106,0.00275910826786885,1.16115486993161
"BTG2",1.16343891883597,6.35142719874584,7.28558660682861,0.000243107429179304,0.00275910826786885,0.499429923602575
"SLC26A8",-1.23931330837647,1.25507405731357,-7.28323907276066,0.000243564921570603,0.00276056547319613,1.03065389757485
"RASGEF1A",1.072959212733,5.33923599935406,7.27702287063481,0.000244781091457626,0.00276878972722243,0.454606884384701
"BHLHE40",-1.3509363821165,6.49935140097931,-7.27271119984542,0.000245628711378023,0.00277181073363672,0.494448674130616
"NGFR",1.65116267815709,2.36176716736134,7.26983811648492,0.00024619537902385,0.00277181073363672,0.870552716180645
"CFAP251",-2.04202051802869,-0.782154462053208,-7.26677990960816,0.000246800195640146,0.00277181073363672,1.14232520972867
"LOC117875248",-2.27005933904345,-1.17336715713007,-7.26589356773799,0.00024697580218541,0.00277181073363672,1.1202647881619
"SLC22A31",-1.04653666392106,1.62911771879968,-7.2611456475313,0.000247918910380815,0.00278013967515122,0.955169429105865
"G0S2",-1.44680930282697,5.28719359885218,-7.25791736070466,0.000248562506977562,0.00278366992767927,0.43176735311172
"FREM3",-3.01379295917459,-3.37171116776733,-7.2506504471673,0.000250018224991213,0.00279627384661573,0.702701068430255
"TEX26",1.59570007777915,1.95700324673668,7.24811407412198,0.000250528598519194,0.00280013251401023,0.917002765113187
"LOC117889060",-1.32714022012357,1.23299954936887,-7.24074151320223,0.000252018867880755,0.00280937161937118,0.998855669031242
"C1QL3",-1.29814004211712,0.446512186250394,-7.23836317521937,0.000252501770239083,0.00281027454284881,1.0810922170511
"C7H11orf80",-3.26242143942231,-1.39147368689567,-7.23680644572788,0.000252818422154053,0.00281027454284881,1.06040898665289
"ITGB2",1.94366999062805,3.91312709039543,7.23596878740139,0.000252988996032772,0.00281027454284881,0.586619148083404
"CEP57L1",2.79349853344093,-0.335977012296803,7.23409135124166,0.000253371777974829,0.00281149693083078,1.12060472497836
"THBS2",1.85750396471494,6.66807059594345,7.23228434295118,0.000253740823664339,0.00281190665386666,0.485350484116021
"SIK1",1.0831310474282,5.29222484945388,7.22827807820237,0.000254561208884057,0.00281846585857319,0.411606574765866
"LOC117882472",-3.88774017460131,0.406900300762708,-7.2277693040684,0.00025466560937914,0.00281846585857319,1.10974313231841
"HOGA1",3.87008067052432,-4.69110438359381,7.21217339278718,0.000257889669121688,0.0028457727363904,0.500272253712268
"LOC117888445",-2.25627480417221,-1.36250114249546,-7.21177200890853,0.000257973256384531,0.0028457727363904,1.06631228371692
"LOC117867484",-2.64143756281907,0.897489076542293,-7.18886385060842,0.000262795346530744,0.00288728455197691,1.0204318555601
"HES1",-1.19325919255593,4.93890443384244,-7.18823129350653,0.000262929946208492,0.00288728455197691,0.370084014139628
"MAP3K12",3.315402926397,-0.783776002648259,7.18720328661912,0.000263148859765286,0.00288781571121555,1.06139093227978
"LOC117877571",1.40780914012607,0.0226650763571606,7.18598977563155,0.000263407543431407,0.0028887823399767,1.07168373179011
"LOC117875731",2.23166869697266,-0.0365854838896693,7.17359287837255,0.000266066837074431,0.00290271285654362,1.07044086025082
"LOC117871849",5.11508826458924,-3.56691789316252,7.15517822332993,0.000270073633657379,0.00293264668248543,0.598267574161129
"LOC117867186",-4.82501755169997,-4.60285516888079,-7.15462719390879,0.000270194584829784,0.00293264668248543,0.497110663354271
"LOC117876551",1.3448330117012,2.03138014500273,7.15406554168555,0.000270317931171682,0.00293264668248543,0.814201854230333
"LOC117868293",-4.08250395678839,-3.21987677852031,-7.15321961082032,0.000270503829900887,0.00293264668248543,0.624834176847211
"LOC117874523",-2.63286890633729,-1.96934904039278,-7.1493158307045,0.000271363598175969,0.00293797941682461,0.945972513684904
"MMD",1.14664169095493,4.71576794884102,7.14392429435931,0.000272556149514586,0.00294524140378461,0.360747383820202
"OXNAD1",1.40547378624159,2.49892518000468,7.13523047287538,0.000274491719351015,0.00296097321914221,0.718708020937921
"LOC117882101",-1.24408478947047,0.715471863877179,-7.13086427939457,0.000275469696304789,0.00296633412250738,0.965341482395528
"ASB18",2.89714798919418,2.08687208835039,7.12849758576269,0.000276001465605065,0.00296633412250738,0.849367977869217
"CENPK",-1.07933371658294,0.925153815761281,-7.12758203380674,0.000276207493137215,0.00296633412250738,0.937214963901488
"LOC117875376",1.55240721749627,1.50564350625881,7.12721259660089,0.000276290677510056,0.00296633412250738,0.88060338924619
"LOC117888247",-1.32677871809834,0.510013388996812,-7.11988890187539,0.00027794561825079,0.00297500199357814,0.977086550466998
"LOC117871038",2.7785385913177,-0.94444497591792,7.11694019658267,0.000278615123060611,0.00297940077690468,1.00886498153616
"MOV10L1",-2.59018146934964,0.589584965004051,-7.11488139983686,0.000279083661958694,0.0029815291154237,0.984816796872678
"LOC117869693",2.80318962004928,-3.01234455701209,7.10158485397566,0.000282131364975707,0.00300324986517921,0.690316885820838
"SRF",-1.11009230634445,8.05051413619539,-7.09830893215803,0.000282888043776156,0.00300699513199099,0.471523727823586
"LOC117876609",2.60602574273126,1.45141867891591,7.09345041220928,0.000284014530990988,0.00301518373245793,0.892913873323765
"LOC117888268",5.0449078631372,0.223865342811489,7.08057217997068,0.000287025236259569,0.00303762395348955,0.997375546505515
"LOC117888709",-2.65626135380568,1.29241768655963,-7.07854739849651,0.000287501891190704,0.00303931683537668,0.883305540822825
"LOC117877169",5.54634685301146,-3.06753833215546,7.07069819601381,0.000289358210118198,0.0030462872139591,0.581916627008662
"OPN4",1.61927518123738,2.05573958733512,7.07025702731801,0.000289462949699415,0.0030462872139591,0.74636008474981
"LRRC32",1.62477113477712,1.78452091852863,7.06422138143271,0.000290900237319725,0.00305761248822775,0.784673286870968
"CDH23",1.26121182800767,5.06088419778783,7.06275220201049,0.000291251325591648,0.00305854118944437,0.272528241143533
"LOC117875397",6.14758263726072,-4.59388064941831,7.06234029218526,0.00029134984577888,0.00305854118944437,0.51769986441809
"EPCAM",1.51021365756471,2.1070518873389,7.05564235001527,0.000292957186802363,0.00307160621927208,0.719858032077245
"LOC117872567",-1.96737683848504,0.325020359551003,-7.04237869476926,0.000296170003073232,0.00309953440175466,0.93473945196215
"ELF3",6.27965526516235,-0.337171424790613,7.03991690475587,0.000296770716350359,0.00310198675306211,0.89540971141314
"COL15A1",1.14143615657653,6.32298387671456,7.01900318343133,0.000301930267318553,0.0031321972274803,0.254727591555507
"ADGRE1",1.92065325509641,0.261969277317339,7.01771797273102,0.000302250650782661,0.0031321972274803,0.925756893112978
